response,instruction,context,combined_column,combined_column_len
"SELECT date_of_death FROM table_name_76 WHERE date_of_inauguration = ""date of inauguration""",What was the date of death entry in the row that has a date of inauguration entry of date of inauguration?,"CREATE TABLE table_name_76 (date_of_death VARCHAR, date_of_inauguration VARCHAR)","Instruction: What was the date of death entry in the row that has a date of inauguration entry of date of inauguration?
Context: CREATE TABLE table_name_76 (date_of_death VARCHAR, date_of_inauguration VARCHAR)
Response: SELECT date_of_death FROM table_name_76 WHERE date_of_inauguration = ""date of inauguration""",311
"SELECT outcome FROM table_name_59 WHERE date = ""august 5, 2007""","What was the outcome on August 5, 2007?","CREATE TABLE table_name_59 (outcome VARCHAR, date VARCHAR)","Instruction: What was the outcome on August 5, 2007?
Context: CREATE TABLE table_name_59 (outcome VARCHAR, date VARCHAR)
Response: SELECT outcome FROM table_name_59 WHERE date = ""august 5, 2007""",194
"SELECT rating FROM table_name_7 WHERE air_date = ""july 24, 2008*"" AND weekly_winner = ""sales rep. oscar ledezma""","What is Rating, when Air Date is ""July 24, 2008*"", and when Weekly Winner is ""Sales Rep. Oscar Ledezma""?","CREATE TABLE table_name_7 (rating VARCHAR, air_date VARCHAR, weekly_winner VARCHAR)","Instruction: What is Rating, when Air Date is ""July 24, 2008*"", and when Weekly Winner is ""Sales Rep. Oscar Ledezma""?
Context: CREATE TABLE table_name_7 (rating VARCHAR, air_date VARCHAR, weekly_winner VARCHAR)
Response: SELECT rating FROM table_name_7 WHERE air_date = ""july 24, 2008*"" AND weekly_winner = ""sales rep. oscar ledezma""",333
"SELECT opponent FROM table_name_76 WHERE save = ""||33,723||93–64""","Who was the opponent in the game with save ||33,723||93–64?","CREATE TABLE table_name_76 (opponent VARCHAR, save VARCHAR)","Instruction: Who was the opponent in the game with save ||33,723||93–64?
Context: CREATE TABLE table_name_76 (opponent VARCHAR, save VARCHAR)
Response: SELECT opponent FROM table_name_76 WHERE save = ""||33,723||93–64""",217
"SELECT date FROM table_name_62 WHERE week > 13 AND attendance = ""41,862""","What is the date of the game later than week 13 and 41,862 people attended?","CREATE TABLE table_name_62 (date VARCHAR, week VARCHAR, attendance VARCHAR)","Instruction: What is the date of the game later than week 13 and 41,862 people attended?
Context: CREATE TABLE table_name_62 (date VARCHAR, week VARCHAR, attendance VARCHAR)
Response: SELECT date FROM table_name_62 WHERE week > 13 AND attendance = ""41,862""",256
"SELECT lifetime__years_ FROM table_21350772_2 WHERE chemical_formula = ""CH 4""",What is the lifetime (years) for chemical formula ch 4?,"CREATE TABLE table_21350772_2 (lifetime__years_ VARCHAR, chemical_formula VARCHAR)","Instruction: What is the lifetime (years) for chemical formula ch 4?
Context: CREATE TABLE table_21350772_2 (lifetime__years_ VARCHAR, chemical_formula VARCHAR)
Response: SELECT lifetime__years_ FROM table_21350772_2 WHERE chemical_formula = ""CH 4""",248
"SELECT nations FROM table_name_87 WHERE year = ""2007""",What nations participated in 2007?,"CREATE TABLE table_name_87 (nations VARCHAR, year VARCHAR)","Instruction: What nations participated in 2007?
Context: CREATE TABLE table_name_87 (nations VARCHAR, year VARCHAR)
Response: SELECT nations FROM table_name_87 WHERE year = ""2007""",179
"SELECT AVG(year) FROM table_name_35 WHERE game = ""resident evil 4""",Which Year has a Game of resident evil 4?,"CREATE TABLE table_name_35 (year INTEGER, game VARCHAR)","Instruction: Which Year has a Game of resident evil 4?
Context: CREATE TABLE table_name_35 (year INTEGER, game VARCHAR)
Response: SELECT AVG(year) FROM table_name_35 WHERE game = ""resident evil 4""",196
SELECT player FROM table_name_10 WHERE to_par = 7 AND score = 73 - 72 - 67 - 75 = 287,"What is Player, when To Par is ""7"", and when Score is ""73-72-67-75=287""?","CREATE TABLE table_name_10 (player VARCHAR, to_par VARCHAR, score VARCHAR)","Instruction: What is Player, when To Par is ""7"", and when Score is ""73-72-67-75=287""?
Context: CREATE TABLE table_name_10 (player VARCHAR, to_par VARCHAR, score VARCHAR)
Response: SELECT player FROM table_name_10 WHERE to_par = 7 AND score = 73 - 72 - 67 - 75 = 287",265
"SELECT race AS Winner FROM table_1140074_2 WHERE date = ""12 June""",what's the race winner with date being 12 june,"CREATE TABLE table_1140074_2 (race VARCHAR, date VARCHAR)","Instruction: what's the race winner with date being 12 june
Context: CREATE TABLE table_1140074_2 (race VARCHAR, date VARCHAR)
Response: SELECT race AS Winner FROM table_1140074_2 WHERE date = ""12 June""",202
SELECT AVG(losses) FROM table_name_10 WHERE wins = 9 AND ties > 0,what is the average losses when the wins is 9 and ties more than 0?,"CREATE TABLE table_name_10 (losses INTEGER, wins VARCHAR, ties VARCHAR)","Instruction: what is the average losses when the wins is 9 and ties more than 0?
Context: CREATE TABLE table_name_10 (losses INTEGER, wins VARCHAR, ties VARCHAR)
Response: SELECT AVG(losses) FROM table_name_10 WHERE wins = 9 AND ties > 0",237
"SELECT pennant FROM table_name_8 WHERE builder = ""denny, dumbarton""","What is the pennant with Denny, Dumbarton as the builder?","CREATE TABLE table_name_8 (pennant VARCHAR, builder VARCHAR)","Instruction: What is the pennant with Denny, Dumbarton as the builder?
Context: CREATE TABLE table_name_8 (pennant VARCHAR, builder VARCHAR)
Response: SELECT pennant FROM table_name_8 WHERE builder = ""denny, dumbarton""",218
"SELECT date FROM table_name_3 WHERE runner_s__up = ""bernhard langer"" AND tournament = ""at&t championship""","Which Date has a Runner(s)-up of bernhard langer, and a Tournament of at&t championship?","CREATE TABLE table_name_3 (date VARCHAR, runner_s__up VARCHAR, tournament VARCHAR)","Instruction: Which Date has a Runner(s)-up of bernhard langer, and a Tournament of at&t championship?
Context: CREATE TABLE table_name_3 (date VARCHAR, runner_s__up VARCHAR, tournament VARCHAR)
Response: SELECT date FROM table_name_3 WHERE runner_s__up = ""bernhard langer"" AND tournament = ""at&t championship""",309
SELECT COUNT(shot_pct) FROM table_25381437_2 WHERE pa = 79,How many results are listed for shot PCT Where PA is 79?,"CREATE TABLE table_25381437_2 (shot_pct VARCHAR, pa VARCHAR)","Instruction: How many results are listed for shot PCT Where PA is 79?
Context: CREATE TABLE table_25381437_2 (shot_pct VARCHAR, pa VARCHAR)
Response: SELECT COUNT(shot_pct) FROM table_25381437_2 WHERE pa = 79",208
"SELECT result FROM table_name_84 WHERE week__number = ""top 11""",What was the result after the week # top 11?,"CREATE TABLE table_name_84 (result VARCHAR, week__number VARCHAR)","Instruction: What was the result after the week # top 11?
Context: CREATE TABLE table_name_84 (result VARCHAR, week__number VARCHAR)
Response: SELECT result FROM table_name_84 WHERE week__number = ""top 11""",205
"SELECT rating FROM table_11238597_4 WHERE viewers__millions_ = ""1.83""",What was the rating for the episode with 1.83 viewers (millions)?,"CREATE TABLE table_11238597_4 (rating VARCHAR, viewers__millions_ VARCHAR)","Instruction: What was the rating for the episode with 1.83 viewers (millions)?
Context: CREATE TABLE table_11238597_4 (rating VARCHAR, viewers__millions_ VARCHAR)
Response: SELECT rating FROM table_11238597_4 WHERE viewers__millions_ = ""1.83""",242
"SELECT weight FROM table_name_58 WHERE height = ""2.00""",What is the weight of the player with a height of 2.00m?,"CREATE TABLE table_name_58 (weight VARCHAR, height VARCHAR)","Instruction: What is the weight of the player with a height of 2.00m?
Context: CREATE TABLE table_name_58 (weight VARCHAR, height VARCHAR)
Response: SELECT weight FROM table_name_58 WHERE height = ""2.00""",203
"SELECT power FROM table_1245350_1 WHERE quattroporte_iv = ""3.2i V8 32v""",What is the power of the 3.2i v8 32v?,"CREATE TABLE table_1245350_1 (power VARCHAR, quattroporte_iv VARCHAR)","Instruction: What is the power of the 3.2i v8 32v?
Context: CREATE TABLE table_1245350_1 (power VARCHAR, quattroporte_iv VARCHAR)
Response: SELECT power FROM table_1245350_1 WHERE quattroporte_iv = ""3.2i V8 32v""",211
"SELECT score FROM table_name_94 WHERE to_par = ""+1"" AND player = ""masashi ozaki""","Which Score has a To par of +1, and a Player of masashi ozaki?","CREATE TABLE table_name_94 (score VARCHAR, to_par VARCHAR, player VARCHAR)","Instruction: Which Score has a To par of +1, and a Player of masashi ozaki?
Context: CREATE TABLE table_name_94 (score VARCHAR, to_par VARCHAR, player VARCHAR)
Response: SELECT score FROM table_name_94 WHERE to_par = ""+1"" AND player = ""masashi ozaki""",250
SELECT director FROM table_15026994_3 WHERE _number = 13,Who is the director of the episode at entry number 13? ,"CREATE TABLE table_15026994_3 (director VARCHAR, _number VARCHAR)","Instruction: Who is the director of the episode at entry number 13? 
Context: CREATE TABLE table_15026994_3 (director VARCHAR, _number VARCHAR)
Response: SELECT director FROM table_15026994_3 WHERE _number = 13",210
"SELECT date_of_birth FROM table_name_80 WHERE party = ""republican"" AND house_term = ""1863-1865""",What was the date of birth of a republican member of the United States House of Representatives who held the term of 1863-1865?,"CREATE TABLE table_name_80 (date_of_birth VARCHAR, party VARCHAR, house_term VARCHAR)","Instruction: What was the date of birth of a republican member of the United States House of Representatives who held the term of 1863-1865?
Context: CREATE TABLE table_name_80 (date_of_birth VARCHAR, party VARCHAR, house_term VARCHAR)
Response: SELECT date_of_birth FROM table_name_80 WHERE party = ""republican"" AND house_term = ""1863-1865""",341
"SELECT name FROM table_name_15 WHERE event = ""men's time trial""",What is the Name with an Event that is men's time trial?,"CREATE TABLE table_name_15 (name VARCHAR, event VARCHAR)","Instruction: What is the Name with an Event that is men's time trial?
Context: CREATE TABLE table_name_15 (name VARCHAR, event VARCHAR)
Response: SELECT name FROM table_name_15 WHERE event = ""men's time trial""",209
SELECT film FROM table_name_30 WHERE year = 1983,Which film was released in 1983?,"CREATE TABLE table_name_30 (film VARCHAR, year VARCHAR)","Instruction: Which film was released in 1983?
Context: CREATE TABLE table_name_30 (film VARCHAR, year VARCHAR)
Response: SELECT film FROM table_name_30 WHERE year = 1983",169
"SELECT result FROM table_name_14 WHERE date = ""november 29, 1959""","What was the game result on November 29, 1959?","CREATE TABLE table_name_14 (result VARCHAR, date VARCHAR)","Instruction: What was the game result on November 29, 1959?
Context: CREATE TABLE table_name_14 (result VARCHAR, date VARCHAR)
Response: SELECT result FROM table_name_14 WHERE date = ""november 29, 1959""",202
"SELECT family_relations FROM table_name_20 WHERE throne_name = ""303""",What are the family relations of the king with the throne name 303?,"CREATE TABLE table_name_20 (family_relations VARCHAR, throne_name VARCHAR)","Instruction: What are the family relations of the king with the throne name 303?
Context: CREATE TABLE table_name_20 (family_relations VARCHAR, throne_name VARCHAR)
Response: SELECT family_relations FROM table_name_20 WHERE throne_name = ""303""",243
"SELECT nielsen_ranking FROM table_name_99 WHERE season = ""season 8""",What is the Nielsen ranking for Season 8?,"CREATE TABLE table_name_99 (nielsen_ranking VARCHAR, season VARCHAR)","Instruction: What is the Nielsen ranking for Season 8?
Context: CREATE TABLE table_name_99 (nielsen_ranking VARCHAR, season VARCHAR)
Response: SELECT nielsen_ranking FROM table_name_99 WHERE season = ""season 8""",210
"SELECT county FROM table_name_95 WHERE median_family_income = ""$37,667""","What county has a Median family income of $37,667?","CREATE TABLE table_name_95 (county VARCHAR, median_family_income VARCHAR)","Instruction: What county has a Median family income of $37,667?
Context: CREATE TABLE table_name_95 (county VARCHAR, median_family_income VARCHAR)
Response: SELECT county FROM table_name_95 WHERE median_family_income = ""$37,667""",228
"SELECT SUM(score) FROM table_name_13 WHERE place = ""t2"" AND player = ""justin leonard""","What is Sum of Score, when Place is T2, and when Player is Justin Leonard?","CREATE TABLE table_name_13 (score INTEGER, place VARCHAR, player VARCHAR)","Instruction: What is Sum of Score, when Place is T2, and when Player is Justin Leonard?
Context: CREATE TABLE table_name_13 (score INTEGER, place VARCHAR, player VARCHAR)
Response: SELECT SUM(score) FROM table_name_13 WHERE place = ""t2"" AND player = ""justin leonard""",266
"SELECT marowijne FROM table_name_2 WHERE saramacca = ""18.8%""",What is the marowijne with an 18.8% saramacca?,"CREATE TABLE table_name_2 (marowijne VARCHAR, saramacca VARCHAR)","Instruction: What is the marowijne with an 18.8% saramacca?
Context: CREATE TABLE table_name_2 (marowijne VARCHAR, saramacca VARCHAR)
Response: SELECT marowijne FROM table_name_2 WHERE saramacca = ""18.8%""",204
"SELECT date FROM table_name_68 WHERE opponent = ""leyton orient"" AND venue = ""away""",When was Leyton Orient an away team?,"CREATE TABLE table_name_68 (date VARCHAR, opponent VARCHAR, venue VARCHAR)","Instruction: When was Leyton Orient an away team?
Context: CREATE TABLE table_name_68 (date VARCHAR, opponent VARCHAR, venue VARCHAR)
Response: SELECT date FROM table_name_68 WHERE opponent = ""leyton orient"" AND venue = ""away""",226
"SELECT rank FROM table_name_85 WHERE album = ""sean kingston""",what is the rank when the album is sean kingston?,"CREATE TABLE table_name_85 (rank VARCHAR, album VARCHAR)","Instruction: what is the rank when the album is sean kingston?
Context: CREATE TABLE table_name_85 (rank VARCHAR, album VARCHAR)
Response: SELECT rank FROM table_name_85 WHERE album = ""sean kingston""",199
"SELECT away_team FROM table_24949975_1 WHERE result = ""2–1"" AND home_team = ""Bohemians""",What was the away team when the result was 2–1 and home team was the bohemians?,"CREATE TABLE table_24949975_1 (away_team VARCHAR, result VARCHAR, home_team VARCHAR)","Instruction: What was the away team when the result was 2–1 and home team was the bohemians?
Context: CREATE TABLE table_24949975_1 (away_team VARCHAR, result VARCHAR, home_team VARCHAR)
Response: SELECT away_team FROM table_24949975_1 WHERE result = ""2–1"" AND home_team = ""Bohemians""",284
"SELECT at_neutral_site FROM table_16201038_4 WHERE overall_record = ""UI, 27-16""","What is the record at the neutral site for when the overall record is ui, 27-16?","CREATE TABLE table_16201038_4 (at_neutral_site VARCHAR, overall_record VARCHAR)","Instruction: What is the record at the neutral site for when the overall record is ui, 27-16?
Context: CREATE TABLE table_16201038_4 (at_neutral_site VARCHAR, overall_record VARCHAR)
Response: SELECT at_neutral_site FROM table_16201038_4 WHERE overall_record = ""UI, 27-16""",272
SELECT couple FROM table_23662272_4 WHERE total_points_earned = 161,What is the name of the couple if the total points earned is 161?,"CREATE TABLE table_23662272_4 (couple VARCHAR, total_points_earned VARCHAR)","Instruction: What is the name of the couple if the total points earned is 161?
Context: CREATE TABLE table_23662272_4 (couple VARCHAR, total_points_earned VARCHAR)
Response: SELECT couple FROM table_23662272_4 WHERE total_points_earned = 161",241
"SELECT candidates FROM table_1342233_11 WHERE district = ""Georgia 7""",Which candidates are associated with the Georgia 7 district?,"CREATE TABLE table_1342233_11 (candidates VARCHAR, district VARCHAR)","Instruction: Which candidates are associated with the Georgia 7 district?
Context: CREATE TABLE table_1342233_11 (candidates VARCHAR, district VARCHAR)
Response: SELECT candidates FROM table_1342233_11 WHERE district = ""Georgia 7""",230
"SELECT series_ep FROM table_name_55 WHERE netflix = ""s03e16""",Which series episode has a Netflix episode of S03E16?,"CREATE TABLE table_name_55 (series_ep VARCHAR, netflix VARCHAR)","Instruction: Which series episode has a Netflix episode of S03E16?
Context: CREATE TABLE table_name_55 (series_ep VARCHAR, netflix VARCHAR)
Response: SELECT series_ep FROM table_name_55 WHERE netflix = ""s03e16""",210
"SELECT time FROM table_name_15 WHERE show_name = ""mornings with neil mitchell""",What Time has a Show Name of mornings with neil mitchell?,"CREATE TABLE table_name_15 (time VARCHAR, show_name VARCHAR)","Instruction: What Time has a Show Name of mornings with neil mitchell?
Context: CREATE TABLE table_name_15 (time VARCHAR, show_name VARCHAR)
Response: SELECT time FROM table_name_15 WHERE show_name = ""mornings with neil mitchell""",229
"SELECT tournament FROM table_name_43 WHERE score_in_final = ""5–7, 4–6""","What Tournament had a Score in Final of 5–7, 4–6?","CREATE TABLE table_name_43 (tournament VARCHAR, score_in_final VARCHAR)","Instruction: What Tournament had a Score in Final of 5–7, 4–6?
Context: CREATE TABLE table_name_43 (tournament VARCHAR, score_in_final VARCHAR)
Response: SELECT tournament FROM table_name_43 WHERE score_in_final = ""5–7, 4–6""",224
"SELECT rd FROM table_14016079_1 WHERE circuit = ""Queensland Raceway""",What round was held at the Queensland Raceway?,"CREATE TABLE table_14016079_1 (rd VARCHAR, circuit VARCHAR)","Instruction: What round was held at the Queensland Raceway?
Context: CREATE TABLE table_14016079_1 (rd VARCHAR, circuit VARCHAR)
Response: SELECT rd FROM table_14016079_1 WHERE circuit = ""Queensland Raceway""",207
"SELECT SUM(pick) FROM table_name_72 WHERE player_name = ""mario williams"" AND year < 2006",What pick was mario williams before 2006?,"CREATE TABLE table_name_72 (pick INTEGER, player_name VARCHAR, year VARCHAR)","Instruction: What pick was mario williams before 2006?
Context: CREATE TABLE table_name_72 (pick INTEGER, player_name VARCHAR, year VARCHAR)
Response: SELECT SUM(pick) FROM table_name_72 WHERE player_name = ""mario williams"" AND year < 2006",239
"SELECT first_broadcast FROM table_19930660_2 WHERE episode = ""2x10""",When was the episode 2x10 aired for the first time?,"CREATE TABLE table_19930660_2 (first_broadcast VARCHAR, episode VARCHAR)","Instruction: When was the episode 2x10 aired for the first time?
Context: CREATE TABLE table_19930660_2 (first_broadcast VARCHAR, episode VARCHAR)
Response: SELECT first_broadcast FROM table_19930660_2 WHERE episode = ""2x10""",224
"SELECT COUNT(year) FROM table_name_47 WHERE award_giving_body = ""famas awards""",How many years was famas awards the award giving body?,"CREATE TABLE table_name_47 (year VARCHAR, award_giving_body VARCHAR)","Instruction: How many years was famas awards the award giving body?
Context: CREATE TABLE table_name_47 (year VARCHAR, award_giving_body VARCHAR)
Response: SELECT COUNT(year) FROM table_name_47 WHERE award_giving_body = ""famas awards""",234
"SELECT COUNT(signal_power___kw__) FROM table_1820752_1 WHERE arrival_date = ""January 2059""","If the arrival date is January 2059, what is the total amount of signal power?","CREATE TABLE table_1820752_1 (signal_power___kw__ VARCHAR, arrival_date VARCHAR)","Instruction: If the arrival date is January 2059, what is the total amount of signal power?
Context: CREATE TABLE table_1820752_1 (signal_power___kw__ VARCHAR, arrival_date VARCHAR)
Response: SELECT COUNT(signal_power___kw__) FROM table_1820752_1 WHERE arrival_date = ""January 2059""",282
"SELECT director FROM table_name_51 WHERE result = ""not nominated"" AND original_title = ""bayan ko: kapit sa patalim""","Which director had not nominated as a result, and had Bayan Ko: Kapit Sa Patalim as an original title?","CREATE TABLE table_name_51 (director VARCHAR, result VARCHAR, original_title VARCHAR)","Instruction: Which director had not nominated as a result, and had Bayan Ko: Kapit Sa Patalim as an original title?
Context: CREATE TABLE table_name_51 (director VARCHAR, result VARCHAR, original_title VARCHAR)
Response: SELECT director FROM table_name_51 WHERE result = ""not nominated"" AND original_title = ""bayan ko: kapit sa patalim""",336
SELECT team FROM table_name_69 WHERE points < 21 AND year = 1983,What team did carlos cardus drive for in 1983 when he got less than 21 points?,"CREATE TABLE table_name_69 (team VARCHAR, points VARCHAR, year VARCHAR)","Instruction: What team did carlos cardus drive for in 1983 when he got less than 21 points?
Context: CREATE TABLE table_name_69 (team VARCHAR, points VARCHAR, year VARCHAR)
Response: SELECT team FROM table_name_69 WHERE points < 21 AND year = 1983",247
"SELECT original_airdate FROM table_12919003_3 WHERE director = ""Pete Travis""",What's the original airdate of the episode directed by Pete Travis?,"CREATE TABLE table_12919003_3 (original_airdate VARCHAR, director VARCHAR)","Instruction: What's the original airdate of the episode directed by Pete Travis?
Context: CREATE TABLE table_12919003_3 (original_airdate VARCHAR, director VARCHAR)
Response: SELECT original_airdate FROM table_12919003_3 WHERE director = ""Pete Travis""",251
SELECT SUM(touchdowns) FROM table_name_81 WHERE field_goals < 0,How many touchdowns were made where field goals were less than 0?,"CREATE TABLE table_name_81 (touchdowns INTEGER, field_goals INTEGER)","Instruction: How many touchdowns were made where field goals were less than 0?
Context: CREATE TABLE table_name_81 (touchdowns INTEGER, field_goals INTEGER)
Response: SELECT SUM(touchdowns) FROM table_name_81 WHERE field_goals < 0",230
"SELECT team FROM table_name_38 WHERE number = 14 AND years_with_franchise = ""1993-2000""",Which team is number 14 and had a franchise in 1993-2000?,"CREATE TABLE table_name_38 (team VARCHAR, number VARCHAR, years_with_franchise VARCHAR)","Instruction: Which team is number 14 and had a franchise in 1993-2000?
Context: CREATE TABLE table_name_38 (team VARCHAR, number VARCHAR, years_with_franchise VARCHAR)
Response: SELECT team FROM table_name_38 WHERE number = 14 AND years_with_franchise = ""1993-2000""",265
"SELECT SUM(b_score) FROM table_name_70 WHERE total > 16.125 AND position = ""3rd""","What is the B Score when the total is more than 16.125, and position is 3rd?","CREATE TABLE table_name_70 (b_score INTEGER, total VARCHAR, position VARCHAR)","Instruction: What is the B Score when the total is more than 16.125, and position is 3rd?
Context: CREATE TABLE table_name_70 (b_score INTEGER, total VARCHAR, position VARCHAR)
Response: SELECT SUM(b_score) FROM table_name_70 WHERE total > 16.125 AND position = ""3rd""",267
"SELECT MAX(no) FROM table_18198579_2 WHERE tournament = ""Evian Masters""",List the total numbers of Evian Masters tournaments. ,"CREATE TABLE table_18198579_2 (no INTEGER, tournament VARCHAR)","Instruction: List the total numbers of Evian Masters tournaments. 
Context: CREATE TABLE table_18198579_2 (no INTEGER, tournament VARCHAR)
Response: SELECT MAX(no) FROM table_18198579_2 WHERE tournament = ""Evian Masters""",220
"SELECT wheelbase__mm_inch_ FROM table_20866024_4 WHERE model_designation = ""97300""",What is the Wheelbase for Model 97300?,"CREATE TABLE table_20866024_4 (wheelbase__mm_inch_ VARCHAR, model_designation VARCHAR)","Instruction: What is the Wheelbase for Model 97300?
Context: CREATE TABLE table_20866024_4 (wheelbase__mm_inch_ VARCHAR, model_designation VARCHAR)
Response: SELECT wheelbase__mm_inch_ FROM table_20866024_4 WHERE model_designation = ""97300""",240
"SELECT MIN(year) FROM table_name_18 WHERE album = ""les mots""",Album of les mots had what lowest year?,"CREATE TABLE table_name_18 (year INTEGER, album VARCHAR)","Instruction: Album of les mots had what lowest year?
Context: CREATE TABLE table_name_18 (year INTEGER, album VARCHAR)
Response: SELECT MIN(year) FROM table_name_18 WHERE album = ""les mots""",189
"SELECT type FROM table_name_42 WHERE year < 1968 AND title = ""stretchin' out""","What is the type earlier than 1968, and a Title of stretchin' out?","CREATE TABLE table_name_42 (type VARCHAR, year VARCHAR, title VARCHAR)","Instruction: What is the type earlier than 1968, and a Title of stretchin' out?
Context: CREATE TABLE table_name_42 (type VARCHAR, year VARCHAR, title VARCHAR)
Response: SELECT type FROM table_name_42 WHERE year < 1968 AND title = ""stretchin' out""",247
"SELECT MIN(rank) FROM table_18118221_1 WHERE railway_station = ""Gatwick Airport""",What is the lowest rank of Gatwick Airport? ,"CREATE TABLE table_18118221_1 (rank INTEGER, railway_station VARCHAR)","Instruction: What is the lowest rank of Gatwick Airport? 
Context: CREATE TABLE table_18118221_1 (rank INTEGER, railway_station VARCHAR)
Response: SELECT MIN(rank) FROM table_18118221_1 WHERE railway_station = ""Gatwick Airport""",227
"SELECT winning_score FROM table_name_97 WHERE date = ""jul 4, 1982""","For the tournament played on Jul 4, 1982, what was the winning score?","CREATE TABLE table_name_97 (winning_score VARCHAR, date VARCHAR)","Instruction: For the tournament played on Jul 4, 1982, what was the winning score?
Context: CREATE TABLE table_name_97 (winning_score VARCHAR, date VARCHAR)
Response: SELECT winning_score FROM table_name_97 WHERE date = ""jul 4, 1982""",233
"SELECT MIN(number_of_bearers_2008) FROM table_name_13 WHERE surname = ""jansson"" AND rank < 13",What was the lowest number of 2008 total bearers with a rank less than 13 and the Surname Jansson?,"CREATE TABLE table_name_13 (number_of_bearers_2008 INTEGER, surname VARCHAR, rank VARCHAR)","Instruction: What was the lowest number of 2008 total bearers with a rank less than 13 and the Surname Jansson?
Context: CREATE TABLE table_name_13 (number_of_bearers_2008 INTEGER, surname VARCHAR, rank VARCHAR)
Response: SELECT MIN(number_of_bearers_2008) FROM table_name_13 WHERE surname = ""jansson"" AND rank < 13",315
"SELECT COUNT(date) FROM table_name_37 WHERE category = ""ladies"" AND team = ""rothaus-cube""",How many dates does the ladies category correspond to Rothaus-Cube?,"CREATE TABLE table_name_37 (date VARCHAR, category VARCHAR, team VARCHAR)","Instruction: How many dates does the ladies category correspond to Rothaus-Cube?
Context: CREATE TABLE table_name_37 (date VARCHAR, category VARCHAR, team VARCHAR)
Response: SELECT COUNT(date) FROM table_name_37 WHERE category = ""ladies"" AND team = ""rothaus-cube""",263
SELECT SUM(gold) FROM table_name_14 WHERE total < 1,"What is the sum of Gold, when Total is less than 1?","CREATE TABLE table_name_14 (gold INTEGER, total INTEGER)","Instruction: What is the sum of Gold, when Total is less than 1?
Context: CREATE TABLE table_name_14 (gold INTEGER, total INTEGER)
Response: SELECT SUM(gold) FROM table_name_14 WHERE total < 1",192
"SELECT AVG(laps) FROM table_name_45 WHERE class = ""gt""",What are the average laps driven in the GT class?,"CREATE TABLE table_name_45 (laps INTEGER, class VARCHAR)","Instruction: What are the average laps driven in the GT class?
Context: CREATE TABLE table_name_45 (laps INTEGER, class VARCHAR)
Response: SELECT AVG(laps) FROM table_name_45 WHERE class = ""gt""",193
"SELECT pos FROM table_name_52 WHERE team = ""audi sport north america"" AND year > 2008",What position did the driver from Audi Sport North America finish in the race after 2008?,"CREATE TABLE table_name_52 (pos VARCHAR, team VARCHAR, year VARCHAR)","Instruction: What position did the driver from Audi Sport North America finish in the race after 2008?
Context: CREATE TABLE table_name_52 (pos VARCHAR, team VARCHAR, year VARCHAR)
Response: SELECT pos FROM table_name_52 WHERE team = ""audi sport north america"" AND year > 2008",276
"SELECT nhl_team FROM table_1473672_2 WHERE player = ""Dwight Bialowas""",What nhl team does dwight bialowas play for?,"CREATE TABLE table_1473672_2 (nhl_team VARCHAR, player VARCHAR)","Instruction: What nhl team does dwight bialowas play for?
Context: CREATE TABLE table_1473672_2 (nhl_team VARCHAR, player VARCHAR)
Response: SELECT nhl_team FROM table_1473672_2 WHERE player = ""Dwight Bialowas""",210
"SELECT name, date FROM battle","List the name, date and result of each battle.","CREATE TABLE battle (name VARCHAR, date VARCHAR)","Instruction: List the name, date and result of each battle.
Context: CREATE TABLE battle (name VARCHAR, date VARCHAR)
Response: SELECT name, date FROM battle",157
"SELECT gpu_frequency FROM table_name_18 WHERE model_number = ""atom n435""","What is GPU Frequency, when Model Number is Atom N435?","CREATE TABLE table_name_18 (gpu_frequency VARCHAR, model_number VARCHAR)","Instruction: What is GPU Frequency, when Model Number is Atom N435?
Context: CREATE TABLE table_name_18 (gpu_frequency VARCHAR, model_number VARCHAR)
Response: SELECT gpu_frequency FROM table_name_18 WHERE model_number = ""atom n435""",232
"SELECT name FROM table_name_47 WHERE creator = ""hyriand""",Who is  a Creator of hyriand?,"CREATE TABLE table_name_47 (name VARCHAR, creator VARCHAR)","Instruction: Who is  a Creator of hyriand?
Context: CREATE TABLE table_name_47 (name VARCHAR, creator VARCHAR)
Response: SELECT name FROM table_name_47 WHERE creator = ""hyriand""",177
"SELECT state FROM table_name_10 WHERE title = ""king"" AND name = ""xiang""",Which state has a king named xiang?,"CREATE TABLE table_name_10 (state VARCHAR, title VARCHAR, name VARCHAR)","Instruction: Which state has a king named xiang?
Context: CREATE TABLE table_name_10 (state VARCHAR, title VARCHAR, name VARCHAR)
Response: SELECT state FROM table_name_10 WHERE title = ""king"" AND name = ""xiang""",211
SELECT MIN(number) FROM table_22705586_1,Name the least number,CREATE TABLE table_22705586_1 (number INTEGER),"Instruction: Name the least number
Context: CREATE TABLE table_22705586_1 (number INTEGER)
Response: SELECT MIN(number) FROM table_22705586_1",141
"SELECT score FROM table_name_42 WHERE home = ""new jersey""",What is the score of the New Jersey home game?,"CREATE TABLE table_name_42 (score VARCHAR, home VARCHAR)","Instruction: What is the score of the New Jersey home game?
Context: CREATE TABLE table_name_42 (score VARCHAR, home VARCHAR)
Response: SELECT score FROM table_name_42 WHERE home = ""new jersey""",193
